Image_Url, Item_Name, Item_Price, Average_Rating, Number_Of_Ratings
https://m.media-amazon.com/images/I/51l9KKMsG-L._AC_UL320_.jpg,200 Pcs Disposable Cotton Swab for AirPods Cleaning Tools for iPhone Samsung OnePlus Smart Phone Charging Port Earphone Repair,S$80.99,,
https://m.media-amazon.com/images/I/41Ws1ZHXLmL._AC_UL320_.jpg,Mobile Phone Battery Pry Card Opening Tools for iPhone iPad Samsung Tablet Android Smartphone Battery Removal Repair Tool,S$86.99,,
https://m.media-amazon.com/images/I/614d2lQP0hL._AC_UL320_.jpg,Samsung SmartThings Hub 3rd Generation [GP-U999SJVLGDA] Smart Home Automation Hub Home Monitoring Smart Devices - Alexa Google Home Compatible - Zigbee| Z-Wave| Cloud to Cloud Protocols – White,S$86.99,,
https://m.media-amazon.com/images/I/41Jant0WiDL._AC_UL320_.jpg,1.5mm PH000 Phillips Precision Magnetic Screwdriver for iPhone Samsung Smart Phone Laptop Glasses Repair Tools,S$76.99,,
https://m.media-amazon.com/images/I/51GENjBumQL._AC_UL320_.jpg,100pcs/Bag Cotton Swab Cleaning Tools for iPhone iPad Samsung Smartphone Charging Port & Headphone Hole Cleaner,S$75.99,,
https://m.media-amazon.com/images/I/41FzBEvnQOL._AC_UL320_.jpg,2Pcs Heavy Duty Plastic Scraper Pry Opening Tool for iPhone Samsung Android Smart Phone Battery Removal Repair Tools Set,S$74.99,,
https://m.media-amazon.com/images/I/51EjVbHLE-L._AC_UL320_.jpg,10Pcs 30mm Durable Plastic Guitar Picks Screen Opening Tool for iPhone Samsung Smart Phone Laptop Housing Cover Prying Tools,S$77.99,,
https://m.media-amazon.com/images/I/513jdKigFfL._AC_UL320_.jpg,3Pcs Plastic Scraper Pry Opener Opening Tool Kit for iPhone iPad Samsung Smartphone Tablet Laptop Battery Removal Repair Tools,S$79.99,,
https://m.media-amazon.com/images/I/81QCY8r5HgL._AC_UL320_.jpg,SAMSUNG G996 S21+ 5G| Phantom SIlver Smartphone| 6.7" Display| 8GB RAM| 256GB ROM| Octa-Core Processor| Android 10| Phantom Silver,S$1'218.00,3.5 ,10
https://m.media-amazon.com/images/I/817aOXLoNpL._AC_UL320_.jpg,Samsung Galaxy S22 Ultra Smartphone| Factory Unlocked Android Cell Phone| 128GB| 8K Camera & Video| Brightest Display| S Pen| Long Battery Life| Fast 4nm Processor| US Version| Phantom White,S$1'759.19,4.5 ,382
https://m.media-amazon.com/images/I/813t2y6C3QL._AC_UL320_.jpg,SAMSUNG SM-A326BLVVXSP Galaxy A32 5G (4GB + 128GB) Awesome Light Violet,S$345.00,5.0 ,1
https://m.media-amazon.com/images/I/71glsjt69FL._AC_UL320_.jpg,Foxsun Multi USB Charging Cable|3.3 ft/1m 3 in 1 Mutiple USB Charger Cable with 8Pin Lightning/USB Type C/Micro USB Connector for iPhone| Samsung| LG| Nexus Smartphones and More-MFI Certified-Black,S$14.53,4.2 ,17
https://m.media-amazon.com/images/I/41hj9IN1ocL._AC_UL320_.jpg,Belkin MIXIT? Micro USB Cable for Samsung Phones (Black| 9.8 Feet),S$14.53,,
https://m.media-amazon.com/images/I/61m0Xn5ZQuL._AC_UL320_.jpg,Samsung Galaxy USB-C Cable (USB-C to USB-C) - White- US Version with Warranty,S$24.46,4.5 ,243
https://m.media-amazon.com/images/I/61cJYad+G9L._AC_UL320_.jpg,MoKo USB 2.0 Cable| Micro USB to USB 2.0 Cord (10ft / 3M)| High Speed Sync & Charging| for Android Samsung| HTC| Nexus| Sony and More Smartphone Tablet| Black,S$6.98,3.8 ,54
https://m.media-amazon.com/images/I/81cez6RPbBL._AC_UL320_.jpg,Macally Windshield Phone Mount| Adjustable Suction Cup Window Mount Phone Holder for iPhone XS XS Max XR X 8 Plus 7+ 6s 6 Plus SE Samsung Galaxy Note9 S9 S9+ S8 Note 5 Nexus Xperia Moto Smartphones,S$33.25,3.7 ,90
https://m.media-amazon.com/images/I/61yQcCGu++L._AC_UL320_.jpg,Satechi Universal Smartphone CD Slot Mount - Compatible with iPhone 11 Pro Max/11 Pro/11| XS Max/XS/XR/X| Samsung Galaxy S10 Plus/S10| Nexus 5X/6P,S$24.99,4.2 ,2'211
https://m.media-amazon.com/images/I/61IKwuO5jpL._AC_UL320_.jpg,iOttie Easy One Touch 5 Cup Holder Universal Car Mount Phone Holder for iPhone| Samsung| Moto| Huawei| Nokia| LG| Smartphones,S$55.50,4.5 ,1'522
https://m.media-amazon.com/images/I/816jn2Wtx8L._AC_UL320_.jpg,iOttie Wireless Car Charger Auto Sense Qi Charging Automatic Clamping Dashboard Phone Mount for iPhone| Samsung Galaxy| Huawei| LG| Smartphones,S$55.04,4.3 ,3'121
https://m.media-amazon.com/images/I/51rTi3FpNHL._AC_UL320_.jpg,FIDQ VR Remote Controller Gamepad| Bluetooth Control VR Video| Film| Game| Selfie| Flip E-book/PPT/Nook page| in Virtual Reality Headset 3D Glasses PC Tablet laptop Samsung Gear VR IOS Smart Phone,S$10.09,,
https://m.media-amazon.com/images/I/61PFSCJt3fL._AC_UL320_.jpg,GeeekPi NS05 Switch Dock Set for Gulikit| Portable TV Dock for Nintendo Switch with USB-C PD Charging Stand| HDMI Adapter and Extra USB 3.0 Port| Support Smart Phones/Samsung DeX Mode/ Huawei PC Mode,S$50.58,3.6 ,66
https://m.media-amazon.com/images/I/619wm+N9msL._AC_UL320_.jpg,Magnifier 60-100X Telephoto Lens + 180° Cell Phone Microscope LED UV Light Jewelry Loupe Magnifier Loop Jeweler Eyeglass Microscope Smartphones Iphone Samsung And Tablets Portable Clip-,S$232.46,,
https://m.media-amazon.com/images/I/61RjTJ-NY6L._AC_UL320_.jpg,Magnifier 3D Hd Mobile Phone Screen Enlarge Magnifier| Movies Amplifier Practical Phone Bracket Stand Holder Compatible with iPhone|Samsung and More Smart Phones A/A,S$272.97,,
https://m.media-amazon.com/images/I/21R7eOkuRuL._AC_UL320_.jpg,15pcs NFC NTAG215 IC Card 13.56MHz Used for Amiibos Game Cards and Compatible with Samsung Sony LG Android All NFC-Enabled Smartphones and Devices - NTAG215|TagMo/Amiibo Compatible(12Pieces+3bonus),S$137.10,,
https://m.media-amazon.com/images/I/61EvijSrZVS._AC_UL320_.jpg,60 Times USB Microscope|LED Light HD Magnifier Jade Jewelry Coin Identification for iPhone| Samsung| LG and More Smartphones,S$86.16,,
https://m.media-amazon.com/images/I/51Q0DKq1vqL._AC_UL320_.jpg,Magnifier Screen Magnifier| 3D HD Phone Screen Magnifier Foldable Stand Holder 8.5 inch Hard Plsatic for All Smartphone iPhone Samsung Sony|Black,S$79.18,,
https://m.media-amazon.com/images/I/51hzQpHOPTL._AC_UL320_.jpg,Magnifying glass| 60 Times USB Microscope|LED Light HD Magnifier Jade Jewelry Coin Identification for iPhone| Samsung| LG and More Smartphones,S$60.07,,
https://m.media-amazon.com/images/I/61uajZXvyYL._AC_UL320_.jpg,Magnifying Glasses|Screen Magnifier 3d Smart Mobile Phone Movies Amplifier With Desktop Foldable Holder Stand For Any Smartphone| Iphone Samsung All Smart Phones,S$39.69,,
https://m.media-amazon.com/images/I/61UOlbo82fL._AC_UL320_.jpg,Microphone Preamp for Type-C Smartphone| Saramonic XLR to Type-C Microphone Audio Mixer with Phantom Power & Guitar Interface for Type-C Device Samsung Huawei Smartphone for Music Video Recording,S$229.74,3.0 ,11
https://m.media-amazon.com/images/I/71H1UyYwWUL._AC_UL320_.jpg,Movo Smartphone Podcast Recording Bundle Kit - 2 Pack Condenser Microphones| 2 Desktop Mic Stands| 2 Pop Filters| 2-Channel XLR Interface w/USB Type C Output Compatible with Android| Samsung Galaxy,S$229.74,,
https://m.media-amazon.com/images/I/61qD8XySlyL._AC_UL320_.jpg,Movo Professional Lavalier Lapel Clip-on Interview Podcast Microphone with Secondary Mic and Headphone Monitoring Input for iPhone| iPad| Samsung| Android Smartphones| Tablets - Podcast Equipment,S$46.44,4.3 ,814
https://m.media-amazon.com/images/I/71aCSQlqUTL._AC_UL320_.jpg,Wireless Microphone for USB-C/A Smartphone/Laptop| 7RYMS RimoMic Lite UC Plug & Play Wireless Lavalier Lapel Microhone for Samsung|Google Pixel Android Phone| Computer etc.(No Need App/Bluetooth),S$95.34,5.0 ,12
https://m.media-amazon.com/images/I/61Bqh7WkcTL._AC_UL320_.jpg,BOYA BY-M3D Digital Dual-Head Lavalier Omnidirectional Clip-on Microphone with USB Type-C Connector Compatible with iPad Pro| Samsung Galaxy| LG| Google Nexus| Other USB-C Type Smartphones,S$137.92,2.5 ,2
https://m.media-amazon.com/images/I/61QWKg1AwXS._AC_UL320_.jpg,Saramonic USB Type-C Omnidirectional Lavalier Microphone Length 6M for Android Smartphone iPad Pro MagicBook Samsung Galaxy A6s,S$54.75,,
https://m.media-amazon.com/images/I/71+Yg38w5YL._AC_UL320_.jpg,Lavalier Lapel Microphone Kit Clip On Omnidirectional Condenser Lav Mic for iPhone| Ipad| DSLR| Camcorder| Zoom/Tascam Recorder| PC| MacBook| Samsung Android| Smartphones,S$30.57,3.9 ,237
https://m.media-amazon.com/images/I/71pc90VxCxL._AC_UL320_.jpg,BOYA BY-M1DM Dual Lavalier Microphones| Omnidirectional Condenser Clip-on Lapel Mic for Camera DSLR iPhone Android Smartphone Samsung Huawei Sony Laptop Interview YouTube,S$41.00,4.2 ,417
https://m.media-amazon.com/images/I/71Ibb5+sGWL._AC_UL320_.jpg,BOYA by-MM1 Shotgun Microphone with PSC1 SmartGrip Selfie Stand with PL30 Light for iPhone X 8 7 7 Plus Samsung Android Smartphone SLR Camera Computer Tripod Vlog Facebook Livestream YouTube Video,S$139.31,3.1 ,10
