Image_Url, Item_Name, Item_Price, Average_Rating, Number_Review
https://m.media-amazon.com/images/I/51wf6025OHL._AC_UL320_.jpg,Puccy 2 Pack Back Screen Protector Film| compatible with HUAWEI P50 Pro Smartphone Black Carbon TPU Guard Cover （ Not Tempered Glass/Not Front Screen Protectors/Not Case）,S$17.57,,
https://m.media-amazon.com/images/I/51XLqA-YHCL._AC_UL320_.jpg,Puccy 2 Pack Back Screen Protector Film| compatible with HUAWEI P50 Smartphone Black Carbon TPU Guard Cover （ Not Tempered Glass/Not Front Screen Protectors/Not Case）,S$17.57,,
https://m.media-amazon.com/images/I/713lzUKaUlL._AC_UL320_.jpg,Selfie Stick Tripod| Tobeape 40 inch Lightweight Extendable Phone Tripod Stand with Bluetooth Remote Wireless Smartphone Selfie-stick Compatible with iPhone Samsung Huawei Honor Google and More,S$19.99,5.0 ,2
https://m.media-amazon.com/images/I/71MlVuzQS+L._AC_UL320_.jpg,Huawei HW-JKT-L29CHW Y6S Dual Sim Smartphone| 6.09" LCD Display| 3GB RAM| 64GB ROM| Black,S$19.99,,
https://m.media-amazon.com/images/I/71wgR2vRyiL._AC_UL320_.jpg,Neewer Plastic U Rig Smartphone Video Rig| Filmmaking Cage| Phone Video Stabilizer Grip Tripod Mount for Videomaker Film-Maker Video-grapher for iPhone X Xs XS Max XR X HUAWEI Samsung,S$20.69,4.3 ,984
https://m.media-amazon.com/images/I/61oS3shwxPL._AC_UL320_.jpg,Saramonic USB-C Phone Microphone Mini Plug Play Mic for Samsung Huawei USB-C Devices Smartphone Broadcast Podcast Sports Recording,S$55.12,3.7 ,34
https://m.media-amazon.com/images/I/71LqyCUonfL._AC_UL320_.jpg,Huawei P Smart Case| Huawei Enjoy 7S Case| Fettion Premium PU Leather Wallet Flip Phone Protective Case Cover with Card Slots for Huawei Enjoy 7S / Huawei P Smart Smartphone (Black),S$12.44,,
https://m.media-amazon.com/images/I/41qdpM8bk0L._AC_UL320_.jpg,Generic Phone-Holder Mobile-Phone-Accessories Foldable Smart-Phone Huawei Xiaomi for Huawei/iPhone12/Adjustable,S$59.99,,
https://m.media-amazon.com/images/I/41qdpM8bk0L._AC_UL320_.jpg,Generic Phone-Holder Mobile-Phone-Accessories Foldable Smart-Phone Huawei Xiaomi for Huawei/iPhone12/Adjustable,S$59.99,,
https://m.media-amazon.com/images/I/21eBo2koc1L._AC_UL320_.jpg,Generic Cable-Adapter Headphone-Cable Jack Smart-Phone Type-C Huawei Xiaomi Audio USB-C To,S$59.99,,
https://m.media-amazon.com/images/I/41eL4fTWl3L._AC_UL320_.jpg,Generic Phone-Holder Desk-Mount-Stand Table Smart-Phone Huawei Elephant Universal Xiaomi,S$59.99,,
https://m.media-amazon.com/images/I/21eBo2koc1L._AC_UL320_.jpg,Generic Cable-Adapter Headphone-Cable Jack Smart-Phone Type-C Huawei Xiaomi Audio USB-C To,S$59.99,,
https://m.media-amazon.com/images/I/41eL4fTWl3L._AC_UL320_.jpg,Generic Phone-Holder Desk-Mount-Stand Table Smart-Phone Huawei Elephant Universal Xiaomi,S$59.99,,
